wv,n,k
1523.268311,1.741169,0
1526.699829,1.741094,0
1530.13147,1.74102,0
1533.56311,1.740946,0
1536.994873,1.740871,0
1540.426758,1.740796,0
1543.858643,1.740722,0
1547.290771,1.740647,0
1550.7229,1.740572,0
1554.155151,1.740497,0
1557.587646,1.740422,0
1561.02002,1.740347,0
1564.452515,1.740272,0
1567.885254,1.740196,0
1571.317993,1.740121,0
1574.750732,1.740045,0
1578.183716,1.73997,0
1581.616821,1.739894,0
1585.049927,1.739818,0
1588.483154,1.739743,0
1591.916382,1.739667,0
1595.349731,1.739591,0
1598.783203,1.739515,0
1602.216797,1.739438,0
1605.650513,1.739362,0
1609.084229,1.739286,0
1612.518066,1.739209,0
1615.951904,1.739133,0
1619.385986,1.739056,0
1622.820068,1.738979,0
1626.254272,1.738902,0
1629.688599,1.738825,0
1633.122925,1.738748,0
1636.557373,1.738671,0
1639.991943,1.738594,0
1643.426514,1.738516,0
1646.861084,1.738439,0
1650.296143,1.738361,0
1653.730835,1.738284,0
1657.165771,1.738206,0
1660.600952,1.738128,0
1664.035889,1.73805,0
1667.471313,1.737972,0
1670.906494,1.737894,0
1674.342041,1.737816,0
1677.777344,1.737738,0
1681.212891,1.737659,0
1684.648438,1.737581,0
1688.084229,1.737502,0
